IE_XML_ID;IE_NAME;IE_ACTIVE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_CODE;IP_PROP459
25106;Снегоходы НЕ ЗА МИЛЛИОН! IRBIS Dingo T200, IRBIS SF 200, IRBIS TUNGUS 500L, WOIDEAL WD 180.;Y;"В этом ролике мы рассмотрим доступные снегоходы:
IRBIS Dingo T200
IRBIS SF 200
IRBIS TUNGUS 500 L
WOIDEAL WD 180.
Развеем мифы о том, что это дорого,  недоступно и сложно!
Разберёмся, из чего соcтоит современный снегоход: какие двигатели, тормоза, cравним эргономику , комплектацию , грузоподъёмность и другие характеристики.
Наглядно сделаем сборку в нашем сервисе, покатаемся на снегоходе WOIDEAL WD 180 по пухляку и проверим его на проходимость и ответим на главный вопрос: Валит или не валит?! Расскажем в чем заключается премиальная сборка.
Кстати оказалось, что снегоход- это идеальный спутник для охоты, рыбалки и лесных прогулок, отличное средство для активного отдыха и отличного настроения!";text;snegokhody-ne-za-million-irbis-dingo-t200-irbis-sf-200-irbis-tungus-500l-woideal-wd-180;https://www.youtube.com/embed/iXvjmVA2ikQ
25299;Как стать МОТО ЧЕМПИОНОМ? Лучший совет с чего начать. Бюджетная и ТОПОВАЯ версия.;Y;"Ты можешь стать Чемпионом мира!
В этом ролике мы расскажем  , как Российские гонщики являются лидерами в мировом спидвее.
Как и где люди решили кататься на мотоциклах зимой.
Расскажем историю спидвея в России и СССР
И почему наши земляки - это элита мирового спидвея.
Рассмотрим мотоцикл чемпиона мира по мотогонкам на льду , Динара Валеева.
Узнаём с чего начинают лучшие спортсмены мира, на каких мотоциклах они гоняю.
Рассмотрим чемпионский мотоцикл Ява .
Сколько стоит рама , мотор, пластик , подвеска, шипы….
Сравним гоночный байк с серийным питбайком.
Расскажем как начать свой путь в мир мотогонок, какие настройки нужны для твоего питбайка или мотоцикла.
Как получить скидку на экипировку и запчасти.
Возьмём интервью у гонщика сборной страны по мотогонкам на льду -Динара Валеева.
Ну и конечно постараемся настроить тебя побеждать в гонках ,и не важно спидвей , мотобол , мотокросс или эндуро , ты можешь стать Чемпионом!!!";text;kak-stat-moto-chempionom-luchshiy-sovet-s-chego-nachat-byudzhetnaya-i-topovaya-versiya;https://www.youtube.com/embed/Atf5zG0awOo
25930;МотоВесна 2023. ПРАНК. Обзор НОВИНОК. Башкир выбирает эндуро мотоцикл или девушку?;Y;"В этом ролике мы хорошо посмеялись и повеселили людей!)
Рушан, под видом башкирского блогера , пришёл на выставку «Мотовесна 2023» в «Экспоцентр»
На башкирском языке расспрашивал характеристики мотоциклов: BSE TX8 , K2R 300 , Kayo AU180 , BRZ X5  , BRZ X6m , BRZ X1 , Haski X7 pro , Haski X6 cbs ,  Wels RT 140 , Wels RT 125 , Progasi Super MAX 300, Progasi MAX 250 , Rokot GS 300 , Rokot Qwest 150 , Stels Gerard 1000 , багги Segway .
Оживляли , вместе с сотрудниками МЧС  пострадавшего)
Ну и конечно любовались красивыми девушками.
Там было много мотоциклов, питбайков , кастомных мотоциклов  и машин ,  много экипировки  и повседневной одежды .
Мы намеренно не переводили весь ролик , так как все понятно и без перевода";text;motovesna-2023-prank-obzor-novinok-bashkir-vybiraet-enduro-mototsikl-ili-devushku;https://www.youtube.com/embed/uF9rif25LAw
26033;Питбайки JMC. С них все и началось в России. Модели MXR 3.0, Enduro, Motard.;Y;"В этом ролике  мы рассмотрим питбайки и эндуро мотоциклы компании JMC:
JMC 60A
JMC 125 S
JMC enduro 150
JMC mx 150
JMC MXR 160 3.0
JMC motard 160
JMC motard 160 pro
На наш взгляд это лучшее воплощение китайского мотоцикла!
В линейке JMC  есть все… от самого бюджетного питбайка , до самого крутого эндуро мотоцикла
Обзоры на JMC  делали все  мотоблогеры России: Андрей Скутерец, Роман Курбатов и другие
На питбайках JMC начинали свой путь многие чемпионы : Давид Леонов, Артём Назаров, Эдуард Лаврентьев, Макар Юрченко и Алексей Смирнов.
Их покупают как для минимотокросса и минимотарда, так и для увлекательных поездок на природу.
JMC - это техника с богатой историей!
Историей побед на гоночных трассах и графиках продаж!
И если ты хочешь стать членом настоящей семьи JMC, то тебе точно к нам!";text;pitbayki-jmc-s-nikh-vse-i-nachalos-v-rossii-modeli-mxr-3-0-enduro-motard;https://www.youtube.com/embed/To2ypD-YCSE
26136;СКОЛЬКО Л.С. нам показал китайский мотоцикл AVANTIS A5 300сс на тюнинге Big bor 300cc? ДИНОСТЕНД!;Y;"Третья серия проекта о тюнинге китайского эндурика!
Напоминаем, что в предыдущей серии в качестве подопытного мы выбрали мотоцикл AVANTIS A5 MOTARD с ПТС, на 172ом моторе и установили на него биг бор на 300сс!
Посмотрели как можно улучшить и по максимуму прокачать стоковый китайский двигатель Zongshen 172FMM. поставили  новый карбюратор для нашего байка с последующей его настройкой: подбор жиклеров, установка верного положения иглы, настройка поплавка и регулировка качества смеси.
Карбюратор, который мы выбрали на нашем улучшенном моторе - NIBBI RACING PWK 34. Это один из самых лучших карбов для моторов ZS174 и ZS177.
Саня уже смог навалить на заднем по городу, и отжечь резину!
Ну а в этой серии мы поедем на диностенд, в Джанкгараж,где узнаем насколько увеличилась мощность двигателя после установки биг бора и карбюратора с большим диаметром диффузора.
Теперь это не питбайк для 12 лет))
По-любому мощность больше , чем на уличном хулигане Романа Курбатова
Узнаем секреты настройки мотоциклов !
Николай настраивает питбайки и мотоциклы для минимотарда , супермотарда , кольцевых гонок и мотокросса , а ещё раздаёт на своей жиге для дрифта.
В его гараже есть Ducati, Suzuki, Honda, Harley Davidson,Kayo, BSE и другие

Следите! Этот проект будет очень интересным!
Ведь впереди нас ждет много вопросов: а если двигатель стуканет? Вдруг мотоцикл станет очень мощным и на нем будет некомфортно ездить? Или наоборот - эндурик станет идеальным мотоциклом для станта ;)";text;skolko-l-s-nam-pokazal-kitayskiy-mototsikl-avantis-a5-300ss-na-tyuninge-big-bor-300cc-dinostend;https://www.youtube.com/embed/LETK8jfATr8
26594;НОВЫЕ доступные ПИТБАЙКИ WELS 2023. Обзор новинок. Для школьника и взрослого. Новая графика.;Y;"В этом выпуске мы сделали обзор на свежие питбайки от компании Wels- питбайк Wels RT 125 коробка полуавтомат на колёсах 17/14, Wels RX125 на колёсах 17/14, а также самая старшая версия - Питбайк Wels RX 140 с более мощным мотором и рядом усовершенствований. Заслужили ли эти яркие новинки внимания байкеров? Какие тут есть минусы? Для кого подойдут каждый из этих аппаратов? Соответствуют ли эти аппараты соотношению цена/качество? Смогли Wels доказать, что они сделали хорошие питбайки и квадроциклы бюджетного сегмента? Ещё они выпускают снегоходы  и мотоциклы.
Все из представленных сегодня аппаратов имеют хорошие комплектующие. Начиная с защиты машинки заднего тормоза у Wels RT125 и заканчивая радиатором масляного охлаждения на питбайке Wels RX 140 ! Мы узнаем, насколько все эти комплектующие органично работают вместе!
Мы считаем, что Wels с умом подошли к своим новинкам, сделав свои питбайки максимально яркими и привлекательными! Но без минусов тоже не обошлось, о них мы вам обязательно расскажем!
И не маловажные вопросы: Для кого создавалась эта серия питбайков? Смогут ли они бороться за любовь покупателя в условиях жёсткой конкуренции? Стоит ли доплачивать за более старшую версию питбайка?
Давно пора разобраться в этих вопросах. Обязательно смотри видос, чтобы понять, что мы думаем о Wels в целом и об этих ярких питбайках в частности!";text;novye-dostupnye-pitbayki-wels-2023-obzor-novinok-dlya-shkolnika-i-vzroslogo-novaya-grafika;https://www.youtube.com/embed/2wGl2LvvEA0
26652;Всё о китайских моторах для ПИТБАЙКОВ! YX, Zongshen, Daytona - выбираем лучший двигатель.;Y;"Ты когда нибудь задавился вопросом: Что из себя представляют китайские двигатели для питбайков ?
В этом видео мы Вам расскажем всё о китайских двигателях Yinxiang , Zongshen, Lifan U-power, Daytona, Takegawa для питбайков и мопедов.
Перед покупкой мотоцикла надо определиться с кубатурой.Количество передач в КПП двигателя. Запуск с кик-стартера или с электростартера.
Дальше мы переходим к моделе двигателя.
Самый бюджетный, самый простой и один из самых надёжных - Zongshen 1p44 Мотор воздушного охлаждения объемом 50cc - это самый надёжный YX 153 FMI . Гночный объёмом 160 с 4 клапанами - ЮИкс 160 Один из самых мощных китайских двигателей Зонгшен 190. И наконец топовый мотор мощностью 24 л.с - Дайтона 190

А ты знал что Honda  выпустил больше миллиона мотоциклов  Honda Super Cub.
Honda Monkey и Honda Z-50  это первые в мире питбайки!?
Yamaha, Suzuki, Kawasaki тоже пытались повторить успех Соичиро Хонды , но у них не получилось.
Как из садовой тележки и мотора Briggs &Stratton  собрать минибайк?
Как Первый серийный мотоцикл. Hildebrand & Wolfmuller обходился без коленчатого вала и КПП.
Как связана лапша и суши с мотоциклами?

Смотри видео и узнаёшь много нового о китайских моторах для питбайков !
Приятного просмотра ;)";text;vsye-o-kitayskikh-motorakh-dlya-pitbaykov-yx-zongshen-daytona-vybiraem-luchshiy-dvigatel;https://www.youtube.com/embed/5wT1DKoiKhM
27427;Чуть не утопили в грязи новый PROGASI race 300 AIR. Лютый эндуро прохват, чтобы уничтожить свой мот.;Y;"В этом ролике мы ответим на вопрос: 
Какой эндуро мотоцикл выбрать на все случаи жизни?
Как собрать эндуро у себя дома?
Справится ли новый мотор Zongshen 175 на грязном прохвате?
Какая резина даёт хороший зацеп?
И так , я выбрал мотоцикл Progassi race 300 air!
На нем стоит хорошая подвеска KYB tech,  отличная резина Kenda Fim enduro, и новый двигатель с балансирным валом .
Мы его собрали прямо в кузове Газели ГАЗ 3302 )))
И поехали в прохват  с Enduro DMD, чтобы сравнить его с другими мотоциклами , типа: KTM EXC 250, JMC FR 250, Kayo K4, Avantis enduro 300, BRZ X5m, Rokot R 7Hornet.
Там было очень много питбайкеров и эндуристов!
Музыка в стиле Rock, RAP, Hip-Hop.
Приготовили борщ на костре.
Я с ног до головы испачкал свою форму FOX  ,шлем Just 1, и мотоботы Gaerne)))
Я понял , что мой Progassi -идеальный мотоцикл для роста от 180см.
Он хорошо едет как по воде , так и заезжает в горки.
И он один из самых надежных эндуро.
Вообще бюджетные мотоциклы очень выросли в качестве.
И в конце устроили маленький обзор мотоцикла, двигателя , подвески и т.д. 
Приятного просмотра!";text;chut-ne-utopili-v-gryazi-novyy-progasi-race-300-air-lyutyy-enduro-prokhvat-chtoby-unichtozhit-svoy-m;https://www.youtube.com/embed/KO7ac91s02Q
27798;BSE T8 не такой как все! Мотор TYAN 250 и новые мотоциклы БСЕ 2023. SSSR DNA 3000, BSE Z10, BSE T5.;Y;"Эти мотоциклы  только появились в нашем салоне, но вызвали большой интерес! Новые двигатели TYAN воздушногои водяного охлаждения это лучшие китайские моторы для эндуро. Мы подобрали байки как для продвинутых райдеров, так и для новичков. На всех эндуриках установлены качественные карбюраторы NIBBI RACING (а некоторые даже дополнены ускорительным насосом), светодиодный головной свет, цифровая приборная панель, топовые регулируемые подвески KKE и Mojo  с прогрессией.
Эти байки полностью готовы к грязному любительскому эндуро!
Можно ли BSE назвать самыми лучшими мотоциклами 2023 года? За сколько сейчас можно купить надёжный китайский мотоцикл для хард эндуро? 
Сколько проживет китайский эндурик?
Чем он схож с мотоциклом Билли Болта?
Почему Даниил Комков убивал этот мотоцикл на гонке 100% Enduro ?
Чем двигатели TYAN  отличаются от Zongshen ?
Все это мы проверили в реальных условиях , на трассе ОСТО «Луч» в Петрово-Дальнем… Трассе , где тренируюятся Анастасия Нифонтова, Катерина Гурьева, Сергей Иванютин.

Всем приятного просмотра!";text;bse-t8-ne-takoy-kak-vse-motor-tyan-250-i-novye-mototsikly-bse-2023-sssr-dna-3000-bse-z10-bse-t5;https://www.youtube.com/embed/fqn2MJozTiA
28352;Убойный ENDURO WEEKEND на 300 эндуристов. Тестируем новые мотоциклы K2R;Y;"В этом ролике мы решили отправиться на <b>Enduro Weekend</b>!<br>
 И так, что это за движ?<br>
 Эндуро гонка как для новичков, так и для опытных райдеров!<br>
 От питбайка до самого крутого Husqvarna и KTM!<br>
 На старте мы видели: Layo K1, BSE Z10, Progassi Race 300, JMC FRR, Motoland и многие другие!<br>
 <br>
 Интересный стадион, не такой как на Romniacs, но трудно было всем)))<br>
 На нем в свои годы гоняли Илья Маликов, Роман Курбатов и другие. Дети гоняли на отдельной трассе.<br>
 Так же был тест-драйв мотоциклов и питбайков от компаний BRZ, ZM (ZUUM), K2R, Haski.<br>
 <br>
 Было очень весело!!!<br>
 <br>
 Кстати в прошлом году ведущим был Омар Алибутаев, а в этом наш Рушан!<br>
Как он справился с задачей смотри в ролике)";html;uboynyy-enduro-weekend-na-300-enduristov-testiruem-novye-mototsikly-k2r;https://www.youtube.com/embed/0Auo_rkOs1s
28698;PROGASI это ТОП? Обзор эндуро мотоциклов ПРОГАСИ Race/AIR/WAVE 300 для гонок и любителей;Y;"В этом ролике мы сравнили самые&nbsp; популярные эндуро мотоциклы с объемом 300 куб. см. от компании Progasi:<br>
<ul>
	<li>
	Топовый Progasi Race 300 на мощном двигателе Zongshen 182&nbsp;</li>
	<li>Новинка&nbsp;Progasi Race 300 Wave на 174-м Зонгшене</li>
	<li>Воздушки Progasi Race 300 Air, на котором Рушан гонял на прохват</li>
</ul>
 А также мы рассказали:<br>
<ul>
	<li>какой из них идеальный Эндуро для новичка, а какой для опытного райдера</li>
	<li>почему там стоит подвеска KYB и резина Kenda</li>
	<li>почему они гоняют вместе с KTM и Husqvarna</li>
	<li>почему бюджетный эндуро может показать класс&nbsp;и при этом использоваться как мотоцикл для дачи</li>
</ul>
 Смотрите, если хотите знать про Enduro все!<br>";html;progasi-eto-top-obzor-enduro-mototsiklov-progasi-race-air-wave-300-dlya-gonok-i-lyubiteley;https://www.youtube.com/embed/WDIWj4VGtpc
28867;Что стало с ЭНДУРО за 70 лет? Обзор мотоциклов ROCKOT GS FIVE Burnout 2T и GS 2 Origine 250сс;Y;"Что случилось с эндуро и кроссом за 70 лет?<br>
 Как изменились мотоциклы с тех пор?<br>
 Мы сравнили мотоциклы советского производства&nbsp;К-125 Завода им. Дегтярева, ИЖ К-11 и современные мотоциклы Roсkot:&nbsp;<br>
<ul>
	<li>ROCKOT GS FIVE Burnout с 35 сильным двухтактным&nbsp;двигателем Loncin 2T MT250 и</li>
	<li>
	ROCKOT GS 2 Origine&nbsp;с двигателем ZS 172FMM-5&nbsp;с балансирным валом</li>
</ul>
 Знал бы Леонид Быков, что на эндуро мотоцикле будет мягкая задняя подвеска)))<br>
 <br>
 Ответили на вопросы:<br>
<ul>
	<li>Почему дисковые тормоза вытеснили барабанные</li>
	<li>
	Почему теперь вилки стали перевернутого типа с регулировками</li>
	<li>
	Как прогрессивная характеристика влияет на безопасность</li>
	<li>
	Как облегчить мотоцикл</li>
	<li>
	И многие другие вопросы</li>
</ul>";html;chto-stalo-s-enduro-za-70-let-obzor-mototsiklov-rockot-gs-five-burnout-2t-i-gs-2-origine-250ss;https://www.youtube.com/embed/HbDVJ5rOl3I
30355;Большой обзор скутеров SYM для города и дачи. SYM Orbit, Simphoni 200, Jet 14, Cruisym, Maxsym;Y;"Как выбрать универсального двухколесного друга? <br>
Что это будет? <br>
Мощный спортбайк? <br>
Брутальный круизер? <br>
Вечный классик? <br>
Сегодня мы рассмотрели технику с которой может справиться любой. <br>
<br>
Проведи тест-драйв некоторых моделей. Это скутеры SYM! <br>
От самого простого до макси скутеров! <br>
SYM Orbit <br>
SYM Simphoni 200 <br>
SYM Jet 14 <br>
SYM crox <br>
SYM Cruisym <br>
SYM Maxsym <br>
На них ты можешь кататься на даче и отправиться в дальнее путешествие… <br>
Прекрасно чувствовать себя как в деревне так и в городе … <br>
Этот скутер выбрал себе Гордей, Роман Курбатов, AcademeG и другие <br>
Скутер удобен и прост в управлении Кстати в этом ролике Рушан получил премию как популярный&nbsp;мотоблогер<br>
<ul>
</ul>";html;bolshoy-obzor-skuterov-sym-dlya-goroda-i-dachi-sym-orbit-simphoni-200-jet-14-cruisym-maxsym;https://www.youtube.com/embed/D0ROgeyuInc
30356;Питбайки K2R из коробки в ГОНКУ! Обзор и тест-драйв НОВИНОК!;Y;"В этом ролике мы рассмотрим линейку питбайков K2R. <br>
<ul>
	<li>K2R PF125 самый дешевый питбайк </li>
	<li>K2R PF 140 пит для школьника </li>
	<li>K2R PF 160 на котором можно врываться на гонки </li>
	<li>K2R PF190 самый мощный питбайк</li>
</ul>
 <br>
Сделали на них обзор . Посмотрели регулируемую подвеску DNM <br>
Карбюраторы Nibbi <br>
И приняли на этих питбайка участие в гонке по минимотокроссу. <br>
С нами на старте стояли Kayo, YCF, JMC, BSE, Avantis ,Apollo.<br>
Но мы не испугались и погнали. А еще у нас был челлендж, кто хуже всех проедет гонку , тот дарит цветы девушке…. <br>
Смотри до конца , и узнаешь кто и кому подарил&nbsp;цветы)))<br>
<ul>
</ul>";html;pitbayki-k2r-iz-korobki-v-gonku-obzor-i-test-drayv-novinok;https://www.youtube.com/embed/vF8IjfTnLMc
30357;Точно стоит своих денег! Эндуро мотоцикл BSE Z3L. Тест-драйв и Обзор;Y;"В этом ролике мы сделали обзор на самый доступный эндуро для новичка.<br>
 Это BSE Z3L на проверенном временем двигателе воздушного охлаждения ZS172FMM<br>
 Узнали почему но подходит для начинающего или девушке.<br>
 Как получилось сэкономить и при этом сделать качественный мотоцикл.<br>
 Почему БСЕ всегда хорошо покупают?<br>
 Ну и конечно провели тест-драйв этого компактного эндуро<br>
 Оценили управляемость , ведь это важно для повседневного мотоцикла .<br>
 Мощность и тягу , чтобы уверенно себя чувствовать в прохвате и гонке.<br>
Его цену, так как бюджетный эндуро должен быть доступен всем.";html;tochno-stoit-svoikh-deneg-enduro-mototsikl-bse-z3l-test-drayv-i-obzor;https://www.youtube.com/embed/a8u1lodiTmE
32689;Собираем питбайк Progasi Smart 125 в парке! Инструкция по самостоятельной сборке из коробки;Y;"Собрать питбайк из коробки? Вовсе нет!<br>
 В этом ролике мы покажем, как собрать питбайк из коробки.<br>
 Расскажем на что стоит обратить внимание, когда ты собираешь первый питбайк.<br>
 Как натянуть цепь, как смазать подшипники , чем пропитать воздушный фильтр, как прикрутить колеса, установить вилку и правильно протянуть все болты.<br>
 Первый питбайк для - это что-то особенное! Это лучший питбайк!<br>
 Поэтому стоит знать, валить на заднем можно только на качественно собранном питбайке.<br>
 И ,чтобы у тебя не было сомнений, мы собрали питбайк Progasi Smart 125 в нашем сервисе... а потом еще прям в центральном парке...<br>
 Прогаси Смарт, очень интересный питбайк! Он может быть как первым питбайком для школьника, питом для девушки, питбайком для начинающего и для опытного гонщика.<br>
Приятного просмотра!";html;sobiraem-pitbayk-progasi-smart-125-v-parke-instruktsiya-po-samostoyatelnoy-sborke-iz-korobki;https://www.youtube.com/embed/6qFywFUOAr4
44319;Дай СЛОВО ПАЦАНА, что проедешь ЭНДУРО гонку без СЦЕПЛЕНИЯ, ТОРМОЗА и РУЧКИ ГАЗА на BRZ X5M/X6Sbc/X6;Y;"В этом ролике мы выяснили кто пацан, а кто чушпан!)<br>
 И устроили настоящую зарубу.<br>
 Для это взяли три мотоцикла BRZ :<br>
 BRZ X5M на новом 300 кубовом моторе Zongshen 175.<br>
 BRZ X6 Sbc на 174 моторе и житкостном охлаждении<br>
 BRZ X 6 на Зонгшен 177 .<br>
 И устроили не просто прохват , а челендж , где после каждого круга гонщик снимает одну запчасть с мотоцикла… И так продолжали пока мотоциклы не могли ехать.<br>
 Воздушка как Минск едет по снегу и льду, на ней был Сергей Кузнецов.<br>
 174 мотор достался мне. У него как будто закрепили колесо на коленвал…прет , как батя))<br>
 А Сане «Ананасу» достался монстр БРЗ на 177 моторе <br>
 Он ехал как четырехцилиндровый Иж Сатурн проехал по пацански))<br>
 <br>
Приятного просмотра!";html;day-slovo-patsana-chto-proedesh-enduro-gonku-bez-stsepleniya-tormoza-i-ruchki-gaza-na-brz-x5m-x6sbc-;https://www.youtube.com/embed/1yhr0umVGdo
44434;Китайский СНОУБАЙК Hasky F8 450cc. Что будет если поехать на нем в гонку Кантри кросс?;Y;"Новая постава для Рушана!!! На ЗИМНИЙ КАНТРИ-КРОСС В КРАСНЫХ КРЫЛЬЯХ для него привезли Hasky F8, но не просто мотоцикл , а SNOWBIKE на гусенице и лыже, и я наконец опробую сноубайк.<br>
 Сможет ли Zongshen 194 проявить свою звериную ярость?<br>
 Сможет ли Рушан совладать с 450 кубовым мотором,ведь ему 40 лет максимум?<br>
 Hasky F8 это вам не сноубайк из питбайка 125сс, и гусеница TIMBERSLED , этот гусеничный мотоцикл разрывает пространство!<br>
 Ведь вместе с нми в заезде едут ktm enduro, Honda crf, BMW GS, Kayo, Avantis ,BSE и мнгие другие...<br>
 А среди конкурентов , были Павлуха из Все В Эндуро, НедоДжарвисы, Дима Давидовский, а раньше на этой трассе гонял Андрей Скутерец и Роман Курбатов<br>
 мне было трудно , но я спрвился , и пожалел, что не поставил САМУЮ ДЕШЕВУЮ гусеницу на свой Progasi Race 300Air<br>
 И тут я пришел пришиваться к пацанам из гонок)<br>
 осталось только попробовать Сноубайк ПРОТИВ снегоходов и квадроциклов.<br>
За всеми мучениями в снегу смотри в этом выпуске.";html;kitayskiy-snoubayk-hasky-f8-450cc-chto-budet-esli-poekhat-na-nem-v-gonku-kantri-kross;https://www.youtube.com/embed/tmIE3_I9aig
